file	motifs	min_ml	m6A-within-motifs	motifs-covered-by-m6A	AT-bases-covered-by-motifs	n-of-motifs	m6A-coverage	n-of-m6A-bp
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	189	1.0	0.059787074	1.0	3049890.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	190	1.0	0.059066728	1.0	3027305.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	191	1.0	0.058477505	1.0	2979556.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	192	1.0	0.056828408	1.0	3050411.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	193	1.0	0.055311614	1.0	3058562.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	194	1.0	0.055185785	1.0	3002911.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	195	1.0	0.053587304	1.0	3034842.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	196	1.0	0.055013865	1.0	2875257.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	197	1.0	0.052435245	1.0	2981220.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	198	1.0	0.050879481	1.0	3040715.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	199	1.0	0.049407882	1.0	3063155.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	200	1.0	0.049882268	1.0	2947380.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	201	1.0	0.048683819	1.0	2959813.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	202	1.0	0.04734417	1.0	2977431.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	203	1.0	0.046065207	1.0	3013945.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	204	1.0	0.045272548	1.0	3006038.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	205	1.0	0.045322925	1.0	2911617.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	206	1.0	0.043038873	1.0	2994386.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	207	1.0	0.042949114	1.0	2934007.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	208	1.0	0.041496878	1.0	2977477.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	209	1.0	0.040952977	1.0	2899838.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	210	1.0	0.039453522	1.0	2972561.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	211	1.0	0.038834515	1.0	2936666.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	212	1.0	0.03883016	1.0	2853246.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	213	1.0	0.037033272	1.0	2941355.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	214	1.0	0.037116845	1.0	2821603.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	215	1.0	0.036246262	1.0	2819408.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	216	1.0	0.034678242	1.0	2895735.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	217	1.0	0.034312178	1.0	2812092.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	218	1.0	0.032707957	1.0	2911738.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	219	1.0	0.032098932	1.0	2860064.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	220	1.0	0.031362369	1.0	2841654.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	221	1.0	0.030332437	1.0	2870920.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	222	1.0	0.029034999	1.0	2930360.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	223	1.0	0.02898346	1.0	2796595.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	224	1.0	0.028036486	1.0	2802812.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	225	1.0	0.026756051	1.0	2842273.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	226	1.0	0.026311911	1.0	2788927.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	227	1.0	0.025650226	1.0	2750853.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	228	1.0	0.024658857	1.0	2766065.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	229	1.0	0.023811636	1.0	2761213.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	230	1.0	0.022335282	1.0	2820739.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	231	1.0	0.021716457	1.0	2766059.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	232	1.0	0.020784593	1.0	2775758.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	233	1.0	0.020116657	1.0	2727988.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	234	1.0	0.018887638	1.0	2780337.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	235	1.0	0.018371772	1.0	2697780.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	236	1.0	0.017145753	1.0	2747036.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	237	1.0	0.016868889	1.0	2631175.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	238	1.0	0.015546382	1.0	2698184.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	239	1.0	0.014675369	1.0	2697445.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	240	1.0	0.014174143	1.0	2563118.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	241	1.0	0.013134176	1.0	2534685.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	242	1.0	0.011948409	1.0	2621939.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	243	1.0	0.0111873	1.0	2531442.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	244	1.0	0.010906494	1.0	2264339.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	245	1.0	0.0099730866	1.0	2346415.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	246	1.0	0.0078191384	1.0	2417274.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	247	1.0	0.0066130844	1.0	2621016.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	248	1.0	0.0054729681	1.0	2829726.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	249	1.0	0.0043882731	1.0	2985229.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	250	1.0	0.003644832	1.0	2872286.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	251	1.0	0.0028590791	1.0	2871554.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	252	1.0	0.0021416246	1.0	2920213.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	253	1.0	0.0014971659	1.0	2846044.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	254	1.0	0.00092052297	1.0	2813618.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	All-AT-bp	255	1.0	0.00044020691	1.0	2085383.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	159	0.015227357	0.30942184	0.012916788	934.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	166	0.023405016	0.15000826	0.013236214	48444.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	169	0.024407265	0.14261815	0.01326777	47820.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	171	0.024709582	0.14022796	0.013297985	46674.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	173	0.024825912	0.14032946	0.013291405	45044.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	174	0.024525036	0.13903768	0.013333383	43312.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	175	0.024714925	0.14039161	0.013333401	41776.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	176	0.025165886	0.13839782	0.013284196	43216.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	177	0.025628363	0.13562835	0.013311936	44386.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	178	0.025496539	0.13615123	0.013299013	42372.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	179	0.025356577	0.13692987	0.013305213	40780.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	180	0.025317564	0.13405408	0.013359782	40976.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	181	0.026004543	0.13368072	0.013362624	42220.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	182	0.026076208	0.13315413	0.013235987	41666.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	183	0.027665308	0.12442899	0.013231715	48598.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	184	0.027062427	0.12981366	0.013334433	41860.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	185	0.027432528	0.13037895	0.013282955	41272.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	186	0.02758281	0.12626832	0.013369806	42576.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	187	0.027864971	0.12619663	0.013331555	41784.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	188	0.027432954	0.12663218	0.013381311	39824.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	189	0.027749748	0.12357136	0.013426058	40948.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	190	0.028062837	0.123889	0.013379557	40504.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	191	0.02824314	0.12391096	0.013328832	39714.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	192	0.02849726	0.12164492	0.01331296	40610.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	193	0.029017461	0.12109626	0.013253941	40538.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	194	0.028904525	0.11983988	0.013310418	39970.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	195	0.029705649	0.11889644	0.013388506	40632.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	196	0.02911891	0.11941305	0.013415149	38572.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	197	0.029868028	0.11763076	0.013314012	39692.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	198	0.030166117	0.11515495	0.013328444	40528.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	199	0.031140977	0.11549772	0.013321559	40806.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	200	0.030560052	0.11526424	0.013225305	38980.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	201	0.031284916	0.11449761	0.013302192	39372.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	202	0.031724412	0.1126108	0.013337673	39712.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	203	0.032390268	0.11104252	0.013436874	40498.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	204	0.032118215	0.10842387	0.013411008	40314.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	205	0.03212264	0.10867002	0.013397366	39008.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	206	0.033334627	0.1079994	0.013284192	39778.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	207	0.032893432	0.1058424	0.013347616	39162.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	208	0.033733692	0.10504032	0.013326719	39680.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	209	0.034187458	0.10487704	0.013349711	38712.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	210	0.034371323	0.10228888	0.013257255	39408.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	211	0.034732209	0.10073754	0.013389333	39320.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	212	0.034849087	0.10213745	0.01324877	37802.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	213	0.036363469	0.10218771	0.01317828	38762.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	214	0.03574941	0.099289275	0.013364035	37708.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	215	0.036254929	0.098078145	0.013398557	37776.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	216	0.03746303	0.096958763	0.013399016	38800.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	217	0.037496502	0.096619132	0.013316065	37446.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	218	0.038503943	0.093780369	0.013429093	39102.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	219	0.03863624	0.092101163	0.013465433	38512.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	220	0.040203768	0.094066684	0.013404165	38090.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	221	0.040192003	0.090876045	0.013415212	38514.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	222	0.04134786	0.089598615	0.013399036	39264.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	223	0.04156437	0.090017635	0.013382703	37426.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	224	0.041333147	0.08755661	0.013235279	37096.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	225	0.043025458	0.085748729	0.013425171	38158.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	226	0.043948107	0.086234558	0.013409458	37398.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	227	0.044671202	0.085355286	0.0134242	36928.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	228	0.045346587	0.084333079	0.013259269	36676.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	229	0.046236445	0.081945118	0.0134354	37098.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	230	0.048538142	0.080482156	0.013470229	37996.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	231	0.049226723	0.0797594	0.013403185	37074.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	232	0.049364741	0.076993782	0.01332609	36990.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	233	0.049673822	0.074865429	0.013347566	36412.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	234	0.05200518	0.073029201	0.013450168	37396.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	235	0.052983072	0.072441379	0.013436974	36250.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	236	0.055010616	0.070361721	0.013404994	36824.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	237	0.055356539	0.070003989	0.013339288	35098.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	238	0.058407037	0.067953625	0.013362321	36054.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	239	0.060172788	0.066049246	0.013369689	36064.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	240	0.061739609	0.064654675	0.013535077	34692.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	241	0.063020035	0.061931751	0.013364974	33876.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	242	0.068532942	0.060818084	0.013464081	35302.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	243	0.069809322	0.058249853	0.013407378	33940.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	244	0.071266602	0.057336461	0.013556274	30696.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	245	0.073629332	0.055150118	0.01331478	31242.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	246	0.086820803	0.050473671	0.013449861	32512.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	247	0.097444182	0.048367698	0.013323078	34920.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	248	0.11403112	0.04653982	0.013409779	37946.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	249	0.12938931	0.042164179	0.013466304	40200.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	250	0.14127424	0.038413589	0.013404654	38502.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	251	0.15992692	0.034221226	0.013361406	38368.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	252	0.18212344	0.02933299	0.013296975	38830.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	253	0.19995306	0.022627078	0.013230294	37654.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	254	0.21930502	0.01507111	0.013394853	37688.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC;GATC;TCGA	255	0.16339869	0.0054525627	0.013191821	27510.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	159	0.0026344908	0.96153846	0.00071913593	52.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	166	0.0096138672	0.97358121	0.0008377143	3066.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	169	0.010578867	0.97236842	0.00084345502	3040.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	171	0.010861645	0.96999326	0.00084504915	2966.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	173	0.010977444	0.96981263	0.00085040914	2882.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	174	0.010739376	0.96877296	0.00083795409	2722.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	175	0.010796187	0.96679245	0.00084578499	2650.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	176	0.011322755	0.96728972	0.00085516089	2782.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	177	0.011668994	0.96650212	0.00085055308	2836.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	178	0.011482061	0.96579926	0.00084429213	2690.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	179	0.01142045	0.96508058	0.00085025468	2606.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	180	0.011416641	0.96306376	0.00083857278	2572.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	181	0.012048526	0.96352248	0.00085898064	2714.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	182	0.012168584	0.96388682	0.00085325831	2686.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	183	0.013574164	0.96393762	0.00083804313	3078.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	184	0.012679599	0.96148036	0.000843516	2648.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	185	0.013132539	0.96119403	0.00086252953	2680.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	186	0.013180848	0.95858209	0.00084157929	2680.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	187	0.013586353	0.95789866	0.00085635396	2684.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	188	0.013082739	0.95740446	0.00084406021	2512.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	189	0.013381301	0.95536413	0.00083740725	2554.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	190	0.013679095	0.95621579	0.00084497598	2558.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	191	0.013963739	0.95411765	0.00085583221	2550.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	192	0.014196712	0.95461598	0.00084513202	2578.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	193	0.01480724	0.95392232	0.00085857341	2626.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	194	0.014651396	0.95066562	0.00085050806	2554.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	195	0.015317071	0.95148969	0.00086264787	2618.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	196	0.014698538	0.95365053	0.0008479242	2438.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	197	0.015372215	0.95206022	0.00084663326	2524.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	198	0.015874863	0.94899536	0.00085111561	2588.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	199	0.016558304	0.94996209	0.00086120356	2638.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	200	0.016079226	0.95092518	0.00084346097	2486.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	201	0.016669558	0.9464145	0.0008574866	2538.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	202	0.017046906	0.94383346	0.00085509958	2546.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	203	0.017797721	0.94457187	0.00086796541	2616.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	204	0.017569127	0.94356748	0.00084297005	2534.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	205	0.017406394	0.94062244	0.00083870921	2442.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	206	0.018839961	0.93962848	0.0008629482	2584.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	207	0.01813305	0.93955592	0.00082890054	2432.0	0.084613495	310772
PS00228_ML.fiberseq.tbl.gz	GAATTC	208	0.019197773	0.93459417	0.00085239953	2538.0	0.084613495	310772
